site,case_id,case_group,phase,method,n,fallback_fraction,global_fallback_fraction,mean_pool,mean_effective_n,mean_score_age_h,nesting_repaired_fraction
nist,irradiance_only,primary,partial_restoration,mi_recency,1191,0.0,0.0,358.8497061293031,265.0121054213546,4.558354324097397,0.3518052057094878
nist,irradiance_only,primary,partial_restoration,physical,1191,0.0,0.0,358.8497061293031,189.06748231076352,4.558354324097397,0.22837951301427373
nist,irradiance_only,primary,partial_restoration,physical_availability,1191,0.0,0.11167086481947942,358.8497061293031,140.06992652490325,4.558354324097397,0.22418136020151133
nist,irradiance_only,primary,partial_restoration,physical_recovery,1191,0.0,0.20654911838790932,358.8497061293031,147.45048541914971,4.558354324097397,0.22753988245172124
nist,irradiance_only,primary,partial_restoration,recency,1191,0.0,0.0,358.8497061293031,265.0121054213546,4.558354324097397,0.21998320738874896
nist,irradiance_only,primary,partial_restoration,rolling,1191,0.0,0.0,358.8497061293031,358.8497061293031,4.558354324097397,0.21242653232577666
nist,irradiance_only,primary,recovery_0_6,aci_bounded,518,0.0,0.0,370.2316602316602,370.2316602316602,5.111969111969112,0.20463320463320464
nist,irradiance_only,primary,recovery_0_6,mask50,518,0.0,0.13513513513513514,370.2316602316602,233.26534324258878,5.111969111969112,0.222007722007722
nist,irradiance_only,primary,recovery_0_6,mi_recency,518,0.0,0.0,370.2316602316602,274.0292465738281,5.111969111969112,0.34555984555984554
nist,irradiance_only,primary,recovery_0_6,physical,518,0.0,0.0,370.2316602316602,196.04264320343685,5.111969111969112,0.21621621621621623
nist,irradiance_only,primary,recovery_0_6,physical_availability,518,0.0,0.0,370.2316602316602,147.74939259173118,5.111969111969112,0.23166023166023167
nist,irradiance_only,primary,recovery_0_6,physical_recovery,518,0.0,0.13127413127413126,370.2316602316602,155.31291249869594,5.111969111969112,0.22393822393822393
nist,irradiance_only,primary,recovery_0_6,recency,518,0.0,0.0,370.2316602316602,274.0292465738281,5.111969111969112,0.21428571428571427
nist,irradiance_only,primary,recovery_0_6,rolling,518,0.0,0.0,370.2316602316602,370.2316602316602,5.111969111969112,0.19498069498069498
nist,irradiance_only,primary,recovery_6_24,aci_bounded,1787,0.0,0.0,361.56855064353664,361.56855064353664,4.561835478455512,0.20872971460548406
nist,irradiance_only,primary,recovery_6_24,mask50,1787,0.0,0.07610520425293789,361.56855064353664,219.13083234536913,4.561835478455512,0.21992165640738667
nist,irradiance_only,primary,recovery_6_24,mi_recency,1787,0.0,0.0,361.56855064353664,267.0236987779097,4.561835478455512,0.3424734191382205
nist,irradiance_only,primary,recovery_6_24,physical,1787,0.0,0.0,361.56855064353664,194.25389261911351,4.561835478455512,0.225517627308338
nist,irradiance_only,primary,recovery_6_24,physical_availability,1787,0.0,0.0,361.56855064353664,150.87641525618622,4.561835478455512,0.2501398992725238
nist,irradiance_only,primary,recovery_6_24,physical_recovery,1787,0.0,0.007274762171236709,361.56855064353664,140.72918561736756,4.561835478455512,0.246782316731953
nist,irradiance_only,primary,recovery_6_24,recency,1787,0.0,0.0,361.56855064353664,267.0236987779097,4.561835478455512,0.2148852825965305
nist,irradiance_only,primary,recovery_6_24,rolling,1787,0.0,0.0,361.56855064353664,361.56855064353664,4.561835478455512,0.2008953553441522
nist,joint_immediate,primary,normal,aci_bounded,12416,0.0,0.0,363.20207796391753,363.20207796391753,4.813305412371134,0.21528672680412372
nist,joint_immediate,primary,normal,mask50,12416,0.0,0.07466172680412371,363.20207796391753,220.93544861673158,4.813305412371134,0.2265625
nist,joint_immediate,primary,normal,mi_recency,12416,0.0,0.0,363.20207796391753,268.4589006947524,4.813305412371134,0.34616623711340205
nist,joint_immediate,primary,normal,physical,12416,0.0,0.0,363.20207796391753,191.5105249444891,4.813305412371134,0.23284471649484537
nist,joint_immediate,primary,normal,physical_availability,12416,0.0,0.0023356958762886597,363.20207796391753,149.83967683512137,4.813305412371134,0.24524806701030927
nist,joint_immediate,primary,normal,physical_recovery,12416,0.0,0.0033827319587628867,363.20207796391753,145.6849780293006,4.813305412371134,0.24597293814432988
nist,joint_immediate,primary,normal,recency,12416,0.0,0.0,363.20207796391753,268.4589006947524,4.813305412371134,0.21705863402061856
nist,joint_immediate,primary,normal,rolling,12416,0.0,0.0,363.20207796391753,363.20207796391753,4.813305412371134,0.2111791237113402
nist,joint_immediate,primary,outage,aci_bounded,1191,0.0,0.0,355.48026868178,355.48026868178,13.932829554995802,0.20235096557514692
nist,joint_immediate,primary,outage,mask50,1191,0.0,0.40890008396305627,355.48026868178,243.5427380672141,13.932829554995802,0.2040302267002519
nist,joint_immediate,primary,outage,mi_recency,1191,0.0,0.0,355.48026868178,263.77766890485015,13.932829554995802,0.45004198152812763
nist,joint_immediate,primary,outage,physical,1191,0.0,0.0,355.48026868178,190.61122237794564,13.932829554995802,0.20654911838790932
nist,joint_immediate,primary,outage,physical_availability,1191,0.0,0.012594458438287154,355.48026868178,122.4707205136324,13.932829554995802,0.21242653232577666
nist,joint_immediate,primary,outage,physical_recovery,1191,0.0,0.012594458438287154,355.48026868178,122.4707205136324,13.932829554995802,0.21242653232577666
nist,joint_immediate,primary,outage,recency,1191,0.0,0.0,355.48026868178,263.77766890485015,13.932829554995802,0.20654911838790932
nist,joint_immediate,primary,outage,rolling,1191,0.0,0.0,355.48026868178,355.48026868178,13.932829554995802,0.19563392107472713
nist,joint_immediate,primary,recovery_0_6,aci_bounded,518,0.0,0.0,370.2316602316602,370.2316602316602,5.111969111969112,0.2084942084942085
nist,joint_immediate,primary,recovery_0_6,mask50,518,0.0,0.13513513513513514,370.2316602316602,233.23573849975887,5.111969111969112,0.22393822393822393
nist,joint_immediate,primary,recovery_0_6,mi_recency,518,0.0,0.0,370.2316602316602,274.0292465738281,5.111969111969112,0.3436293436293436
nist,joint_immediate,primary,recovery_0_6,physical,518,0.0,0.0,370.2316602316602,195.26365882339158,5.111969111969112,0.22007722007722008
nist,joint_immediate,primary,recovery_0_6,physical_availability,518,0.0,0.0,370.2316602316602,147.47259829573463,5.111969111969112,0.22972972972972974
nist,joint_immediate,primary,recovery_0_6,physical_recovery,518,0.0,0.03667953667953668,370.2316602316602,140.58282895904125,5.111969111969112,0.24903474903474904
nist,joint_immediate,primary,recovery_0_6,recency,518,0.0,0.0,370.2316602316602,274.0292465738281,5.111969111969112,0.22393822393822393
nist,joint_immediate,primary,recovery_0_6,rolling,518,0.0,0.0,370.2316602316602,370.2316602316602,5.111969111969112,0.19884169884169883
nist,joint_immediate,primary,recovery_6_24,aci_bounded,1787,0.0,0.0,361.56855064353664,361.56855064353664,4.561835478455512,0.21040850587576945
