site,case_id,case_group,horizon,n,events,days,population,endpoint,low_event_support,low_case_support
colorado,narrow_quality,sensitivity,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,narrow_quality,sensitivity,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,narrow_quality,sensitivity,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,narrow_quality,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,narrow_quality,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,narrow_quality,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,narrow_quality,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,narrow_quality,sensitivity,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,narrow_quality,sensitivity,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,narrow_quality,sensitivity,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,narrow_quality,sensitivity,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,narrow_quality,sensitivity,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,narrow_quality,sensitivity,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,narrow_quality,sensitivity,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,narrow_quality,sensitivity,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,narrow_quality,sensitivity,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,narrow_quality,sensitivity,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,narrow_quality,sensitivity,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,narrow_quality,sensitivity,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,narrow_quality,sensitivity,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,narrow_quality,sensitivity,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,narrow_quality,sensitivity,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,narrow_quality,sensitivity,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,narrow_quality,sensitivity,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,narrow_quality,sensitivity,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,narrow_quality,sensitivity,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,narrow_quality,sensitivity,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,narrow_quality,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,narrow_quality,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,narrow_quality,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,narrow_quality,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,right_aligned,sensitivity,1,297,46,64,recorded_ac,outage,False,False
colorado,right_aligned,sensitivity,2,293,45,54,recorded_ac,outage,False,False
colorado,right_aligned,sensitivity,3,292,44,46,recorded_ac,outage,False,False
colorado,right_aligned,sensitivity,4,291,43,45,recorded_ac,outage,False,False
colorado,right_aligned,sensitivity,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,right_aligned,sensitivity,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,right_aligned,sensitivity,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,right_aligned,sensitivity,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,right_aligned,sensitivity,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,right_aligned,sensitivity,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,right_aligned,sensitivity,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,right_aligned,sensitivity,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,right_aligned,sensitivity,1,567,46,86,recorded_ac,recovery,False,False
colorado,right_aligned,sensitivity,2,568,46,77,recorded_ac,recovery,False,False
colorado,right_aligned,sensitivity,3,568,46,68,recorded_ac,recovery,False,False
colorado,right_aligned,sensitivity,4,568,46,65,recorded_ac,recovery,False,False
colorado,right_aligned,sensitivity,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,right_aligned,sensitivity,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,right_aligned,sensitivity,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,right_aligned,sensitivity,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,right_aligned,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,right_aligned,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,right_aligned,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,right_aligned,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,right_aligned,sensitivity,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,right_aligned,sensitivity,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,right_aligned,sensitivity,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,right_aligned,sensitivity,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,right_aligned,sensitivity,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,right_aligned,sensitivity,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,right_aligned,sensitivity,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,right_aligned,sensitivity,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,right_aligned,sensitivity,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,right_aligned,sensitivity,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,right_aligned,sensitivity,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,right_aligned,sensitivity,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,right_aligned,sensitivity,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,right_aligned,sensitivity,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,right_aligned,sensitivity,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,right_aligned,sensitivity,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,right_aligned,sensitivity,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,right_aligned,sensitivity,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,right_aligned,sensitivity,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,right_aligned,sensitivity,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,right_aligned,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,right_aligned,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,right_aligned,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,right_aligned,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,training_2015,sensitivity,1,297,46,64,recorded_ac,outage,False,False
colorado,training_2015,sensitivity,2,293,45,54,recorded_ac,outage,False,False
colorado,training_2015,sensitivity,3,292,44,46,recorded_ac,outage,False,False
colorado,training_2015,sensitivity,4,291,43,45,recorded_ac,outage,False,False
colorado,training_2015,sensitivity,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,training_2015,sensitivity,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,training_2015,sensitivity,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,training_2015,sensitivity,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,training_2015,sensitivity,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,training_2015,sensitivity,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,training_2015,sensitivity,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,training_2015,sensitivity,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,training_2015,sensitivity,1,567,46,86,recorded_ac,recovery,False,False
colorado,training_2015,sensitivity,2,568,46,77,recorded_ac,recovery,False,False
colorado,training_2015,sensitivity,3,568,46,68,recorded_ac,recovery,False,False
colorado,training_2015,sensitivity,4,568,46,65,recorded_ac,recovery,False,False
colorado,training_2015,sensitivity,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,training_2015,sensitivity,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,training_2015,sensitivity,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,training_2015,sensitivity,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,training_2015,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,training_2015,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,training_2015,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,training_2015,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,training_2015,sensitivity,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,training_2015,sensitivity,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,training_2015,sensitivity,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,training_2015,sensitivity,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,training_2015,sensitivity,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,training_2015,sensitivity,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,training_2015,sensitivity,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,training_2015,sensitivity,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,training_2015,sensitivity,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,training_2015,sensitivity,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,training_2015,sensitivity,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,training_2015,sensitivity,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,training_2015,sensitivity,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,training_2015,sensitivity,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,training_2015,sensitivity,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,training_2015,sensitivity,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,training_2015,sensitivity,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,training_2015,sensitivity,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,training_2015,sensitivity,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,training_2015,sensitivity,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,training_2015,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,training_2015,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,training_2015,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,training_2015,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,receipt_5min,sensitivity,1,297,46,64,recorded_ac,outage,False,False
colorado,receipt_5min,sensitivity,2,293,45,54,recorded_ac,outage,False,False
colorado,receipt_5min,sensitivity,3,292,44,46,recorded_ac,outage,False,False
colorado,receipt_5min,sensitivity,4,291,43,45,recorded_ac,outage,False,False
colorado,receipt_5min,sensitivity,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,1,567,46,86,recorded_ac,recovery,False,False
colorado,receipt_5min,sensitivity,2,568,46,77,recorded_ac,recovery,False,False
colorado,receipt_5min,sensitivity,3,568,46,68,recorded_ac,recovery,False,False
colorado,receipt_5min,sensitivity,4,568,46,65,recorded_ac,recovery,False,False
colorado,receipt_5min,sensitivity,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,receipt_5min,sensitivity,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,receipt_5min,sensitivity,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,receipt_5min,sensitivity,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,receipt_5min,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,receipt_5min,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,receipt_5min,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,receipt_5min,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,receipt_5min,sensitivity,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,receipt_5min,sensitivity,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,receipt_5min,sensitivity,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,receipt_5min,sensitivity,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,receipt_5min,sensitivity,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,receipt_5min,sensitivity,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,receipt_5min,sensitivity,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,receipt_5min,sensitivity,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,receipt_5min,sensitivity,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,receipt_5min,sensitivity,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,receipt_5min,sensitivity,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,receipt_5min,sensitivity,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,receipt_5min,sensitivity,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,receipt_5min,sensitivity,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,receipt_5min,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,receipt_5min,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,receipt_5min,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,receipt_5min,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_4,sensitivity,1,298,44,59,recorded_ac,outage,False,False
colorado,schedule_seed_4,sensitivity,2,296,42,51,recorded_ac,outage,False,False
colorado,schedule_seed_4,sensitivity,3,295,45,46,recorded_ac,outage,False,False
colorado,schedule_seed_4,sensitivity,4,291,46,47,recorded_ac,outage,False,False
colorado,schedule_seed_4,sensitivity,1,129,33,42,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,2,129,34,41,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,3,130,34,34,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,4,130,32,32,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,1,439,46,69,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,2,439,46,61,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,3,438,46,56,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,4,438,46,56,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,1,568,46,82,recorded_ac,recovery,False,False
colorado,schedule_seed_4,sensitivity,2,568,46,73,recorded_ac,recovery,False,False
colorado,schedule_seed_4,sensitivity,3,568,46,67,recorded_ac,recovery,False,False
colorado,schedule_seed_4,sensitivity,4,568,46,67,recorded_ac,recovery,False,False
colorado,schedule_seed_4,sensitivity,1,866,46,105,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,2,864,46,97,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,3,863,46,92,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,4,859,46,93,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_4,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_4,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_4,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_4,sensitivity,1,298,44,59,exclude_bright_zero,outage,False,False
colorado,schedule_seed_4,sensitivity,2,296,42,51,exclude_bright_zero,outage,False,False
colorado,schedule_seed_4,sensitivity,3,295,45,46,exclude_bright_zero,outage,False,False
colorado,schedule_seed_4,sensitivity,4,291,46,47,exclude_bright_zero,outage,False,False
colorado,schedule_seed_4,sensitivity,1,129,33,42,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,2,129,34,41,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,3,130,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,4,130,32,32,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_4,sensitivity,1,439,46,69,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,2,439,46,61,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,3,438,46,56,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,4,438,46,56,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_4,sensitivity,1,568,46,82,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_4,sensitivity,2,568,46,73,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_4,sensitivity,3,568,46,67,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_4,sensitivity,4,568,46,67,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_4,sensitivity,1,866,46,105,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,2,864,46,97,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,3,863,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,4,859,46,93,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_4,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_4,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_4,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_4,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_5,sensitivity,1,291,46,59,recorded_ac,outage,False,False
colorado,schedule_seed_5,sensitivity,2,293,46,55,recorded_ac,outage,False,False
colorado,schedule_seed_5,sensitivity,3,295,45,46,recorded_ac,outage,False,False
colorado,schedule_seed_5,sensitivity,4,296,44,45,recorded_ac,outage,False,False
colorado,schedule_seed_5,sensitivity,1,141,33,41,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,2,136,32,34,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,3,132,32,32,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,4,132,32,32,recorded_ac,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,1,427,46,70,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,2,432,46,66,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,3,436,46,58,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,4,436,46,56,recorded_ac,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,1,568,46,83,recorded_ac,recovery,False,False
colorado,schedule_seed_5,sensitivity,2,568,46,79,recorded_ac,recovery,False,False
colorado,schedule_seed_5,sensitivity,3,568,46,69,recorded_ac,recovery,False,False
colorado,schedule_seed_5,sensitivity,4,568,46,67,recorded_ac,recovery,False,False
colorado,schedule_seed_5,sensitivity,1,859,46,105,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,2,861,46,101,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,3,863,46,92,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,4,864,46,91,recorded_ac,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_5,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_5,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_5,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,schedule_seed_5,sensitivity,1,291,46,59,exclude_bright_zero,outage,False,False
colorado,schedule_seed_5,sensitivity,2,293,46,55,exclude_bright_zero,outage,False,False
colorado,schedule_seed_5,sensitivity,3,295,45,46,exclude_bright_zero,outage,False,False
colorado,schedule_seed_5,sensitivity,4,296,44,45,exclude_bright_zero,outage,False,False
colorado,schedule_seed_5,sensitivity,1,141,33,41,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,2,136,32,34,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,3,132,32,32,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,4,132,32,32,exclude_bright_zero,recovery_0_6,False,True
colorado,schedule_seed_5,sensitivity,1,427,46,70,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,2,432,46,66,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,3,436,46,58,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,4,436,46,56,exclude_bright_zero,recovery_6_24,False,False
colorado,schedule_seed_5,sensitivity,1,568,46,83,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_5,sensitivity,2,568,46,79,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_5,sensitivity,3,568,46,69,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_5,sensitivity,4,568,46,67,exclude_bright_zero,recovery,False,False
colorado,schedule_seed_5,sensitivity,1,859,46,105,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,2,861,46,101,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,3,863,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,4,864,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,schedule_seed_5,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_5,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_5,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,schedule_seed_5,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,no_input_age,sensitivity,1,297,46,64,recorded_ac,outage,False,False
colorado,no_input_age,sensitivity,2,293,45,54,recorded_ac,outage,False,False
colorado,no_input_age,sensitivity,3,292,44,46,recorded_ac,outage,False,False
colorado,no_input_age,sensitivity,4,291,43,45,recorded_ac,outage,False,False
colorado,no_input_age,sensitivity,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,no_input_age,sensitivity,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,no_input_age,sensitivity,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,no_input_age,sensitivity,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,no_input_age,sensitivity,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,no_input_age,sensitivity,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,no_input_age,sensitivity,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,no_input_age,sensitivity,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,no_input_age,sensitivity,1,567,46,86,recorded_ac,recovery,False,False
colorado,no_input_age,sensitivity,2,568,46,77,recorded_ac,recovery,False,False
colorado,no_input_age,sensitivity,3,568,46,68,recorded_ac,recovery,False,False
colorado,no_input_age,sensitivity,4,568,46,65,recorded_ac,recovery,False,False
colorado,no_input_age,sensitivity,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,no_input_age,sensitivity,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,no_input_age,sensitivity,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,no_input_age,sensitivity,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,no_input_age,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,no_input_age,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,no_input_age,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,no_input_age,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,no_input_age,sensitivity,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,no_input_age,sensitivity,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,no_input_age,sensitivity,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,no_input_age,sensitivity,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,no_input_age,sensitivity,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,no_input_age,sensitivity,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,no_input_age,sensitivity,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,no_input_age,sensitivity,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,no_input_age,sensitivity,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,no_input_age,sensitivity,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,no_input_age,sensitivity,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,no_input_age,sensitivity,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,no_input_age,sensitivity,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,no_input_age,sensitivity,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,no_input_age,sensitivity,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,no_input_age,sensitivity,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,no_input_age,sensitivity,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,no_input_age,sensitivity,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,no_input_age,sensitivity,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,no_input_age,sensitivity,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,no_input_age,sensitivity,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,no_input_age,sensitivity,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,no_input_age,sensitivity,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,no_input_age,sensitivity,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,no_block_augmentation,sensitivity,1,297,46,64,recorded_ac,outage,False,False
colorado,no_block_augmentation,sensitivity,2,293,45,54,recorded_ac,outage,False,False
colorado,no_block_augmentation,sensitivity,3,292,44,46,recorded_ac,outage,False,False
colorado,no_block_augmentation,sensitivity,4,291,43,45,recorded_ac,outage,False,False
colorado,no_block_augmentation,sensitivity,1,132,31,40,recorded_ac,recovery_0_6,False,True
